X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_full,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
,,577572695,way,10,,clinic,,,,,57900720,,,,d6d7e4491b234ab4b69e310293a4b26d,,,,,,,1,,2018/04/07 20:55:01,Igumo Dispensary,,Paulo Martim,,,,,,
31.515538220772,-1.94612004324082,5389465338,node,10,,pharmacy,,,,,56080705,,,,9172b0953fe44f2bbb21db4953ffa1e6,,,,,,,1,,2018/02/05 10:27:22,Dukal la kilimo na mifugi,,Mubunda three,,,,,,
33.6843169425262,-9.49322874365541,7148258321,node,6,,pharmacy,,,,,79843314,,,,214775f4a6a6469286866cd859a7a4f2,,,,,,,1,,2020/01/21 09:04:21,,,tonny john,,,,,,
37.6587902894874,-6.8249976413201,5843556085,node,10,,hospital,,,,,61816985,,,,23b3fee3a0104199b8c00f9f604fb6d2,,,,,,,1,,2018/08/20 09:33:39,Sabasaba,,Morogoro12,,,,,,
39.2258988185452,-6.84997814352909,3745341522,node,6,,pharmacy,,,,,34059804,,,,32f40992537f496ab7cafb0b3a90213d,,,,,,,1,,2015/09/16 10:42:16,,,ramadhani omari,,,,,,
32.8046029283102,-5.01893027287889,4555181291,node,10,,pharmacy,,,,,44416966,,,,56348d9afb484733a67d6406381320de,,,,,,,1,,2016/12/15 08:31:28,Tra pharmacy,,Boniphace CMF,,,,,,
33.6954739262023,-2.88347984216131,5211099023,node,10,,hospital,,,,,53513457,,,,1a42fe153f9c4c8f862820df11b82cbb,,,,,,,1,,2017/11/04 20:29:44,Zahanati,,Simiyu15,,,,,,
32.2839819674453,-3.04296851645211,4115007325,node,10,,hospital,,,,,44009737,,,,a4b3d1b31bb743ea8b462f9a7649d1cc,,,,,,,2,,2016/11/28 16:14:45,Nyalwanzaja,,pittrichimica,,,,,,
,,420070651,way,10,,clinic,,,,,39491518,,,,e352e60bc8794e38b21afd5a3174681a,,,,,,,1,,2016/05/22 17:14:39,Minyughe,,Lidija22,,,,,,
36.0424196390982,-5.92972287531964,6173513962,node,17,,clinic,,,,,65896503,,,,b65b414fe3264c289faef027760e3ca3,,,,OpenData-NBS 2014,,,1,,2018/12/30 20:07:46,MKOYO Dispensary,,Cyrille37,,,,,,public
,,494197357,way,10,,hospital,,,,,49192559,,,,457154c3a60a44d8954fc0dcdb19c933,,,,,,,2,,2017/06/02 10:51:45,Healthcare Clinic,,Kurly,,,,,,
39.2231239894996,-6.81115216220098,3662894652,node,10,,pharmacy,,,,,62877366,,,,bb443a52b8944af08fa603c0379ea811,,,,,,,2,,2018/09/24 11:52:17,Dada b Pharmacy,,Damon Monyo,,,,,,
35.7956402325968,-4.91476920033193,6166840779,node,17,,clinic,,,,,65823419,,,,db4dd699441b442ea19ad5196d098473,,,,OpenData-NBS 2014,,,1,,2018/12/27 19:55:09,KONDOA LUTHERAN Dispensary,,Cyrille37,,,,,,ngo
32.9497067480127,-3.12183887255361,4363437103,node,10,,clinic,,,,,41644908,,,,51e8bb12bd9e49638ad83dad1c72522f,,,,,,,1,,2016/08/23 18:36:34,Busongo,,innocent maholi,,,,,,
39.2525237663378,-6.83592085371677,3711635336,node,10,,pharmacy,,,,,62278991,,,,c9ab819a964a47f395d6b442577ab8d8,,,,,,,5,,2018/09/04 13:52:16,Wisdom Pharmacy,,AronMartin,,,,,,
35.9969347386129,-4.54799270779887,6166841292,node,17,,clinic,,,,,65823419,,,,d0f49bec9e1542c4b50b175bc17fd7e7,,,,OpenData-NBS 2014,,,1,,2018/12/27 19:55:10,Itaswi Dispensary,,Cyrille37,,,,,,public
29.6427241647985,-4.88493674965193,4580050094,node,10,,pharmacy,,,,,44765473,,,,e41517b58bd2424aa389e0155a843588,,,,,,,1,,2016/12/29 18:48:05,Tina Medics,,DeoB,,,,,,
,,513587789,way,13,,hospital,,,,,70341268,,,,9b1aa22add904826aa60289c3de8fa5b,,,,,,,3,,2019/05/17 03:46:20,Bochi Hospital Limited,,Nelson Edmund,,,,,hospital,
,,418501208,way,10,,hospital,,,,,39346050,,,,70d962b8df344f7b964b6e0365606aac,,,,,,,1,,2016/05/16 08:15:23,Chimala Mission Hospital,,lucy147,,,,,,
,,678271796,way,10,,clinic,,,,,68353912,,,,7eeeaaefc3074441b7371ee0588bb4f5,,,,,,,1,,2019/03/20 21:22:10,Mriti Dispensary,,Paulo Martim,,,,,,
37.9058454606032,-4.13181721745556,6760322010,node,10,,clinic,,,,,73934002,,,,e57f8322c6794ce6b1dfe645b43893bd,,,,,,,1,,2019/08/30 18:15:45,Kwizu Dispensary,,ALPZz,,,,,,
36.4470871954794,-5.89888954158167,6164630801,node,17,,clinic,,,,,65796454,,,,56c2f3ed04304f499a3c5ed3dd3daa1a,,,,OpenData-NBS 2014,,,1,,2018/12/26 21:51:09,Songambele Dispensary,,Cyrille37,,,,,,public
,,236990305,way,6,,hospital,,,,,17717855,,,,90e6ff0b6a434994b72c1462563ff730,,,,,,,1,,2013/09/07 13:07:44,,,Eldaverino,,,,,,
36.2581926255611,-5.17366850354611,6164093739,node,13,,clinic,,,,,65788653,,,,d11c82eff6dc4ed4a70ffe49e15a9183,,,,OpenData-NBS 2014,,,1,,2018/12/26 16:00:57,Mrijo Juu Dispensary,,Cyrille37,,,,,,
,,677164885,way,10,,clinic,,,,,68190749,,,,17d18187d23144f09d8d0efe21ed1f4f,,,,,,,1,,2019/03/15 21:54:46,Ntenga Dispensary,,Paulo Martim,,,,,,
35.2847878769664,-8.59648110962931,4117291805,node,10,,pharmacy,,,,,38508730,,,,8b50df9dc37f4ba9939b4d2fd17b3875,,,,,,,1,,2016/04/12 19:34:10,Kibao Rc,,firstyayyu,,,,,,
,,405277959,way,10,,clinic,,,,,38016837,,,,980133deeafe4e8ea0613853436e036d,,,,,,,1,,2016/03/23 10:13:06,BUSUNGU Dispensary,,Sguthmuller,,,,,,
,,557494373,way,10,,clinic,,,,,55948469,,,,8a7e9a0f674a4d179394b43b05fefec0,,,,,,,1,,2018/01/31 22:13:11,Nyakabango Dispensary,,Paulo Martim,,,,,,
39.1923792524782,-6.8444681318399,6406687019,node,10,,hospital,,,,,69729274,,,,72f798d792b8465d9d4fdc42285ba072,,,,,,,2,,2019/04/30 11:09:53,Nightngare Hospital,,amour_nyl,,,,,,
,,478670758,way,13,,clinic,,,,,57899271,,,,1b5b6773663443eb9e70aa98c6d3cce0,,,,Bing,,,2,,2018/04/07 19:44:24,Izimbili Dispensary,,Paulo Martim,,,,,,
,,409039497,way,10,,clinic,,,,,38425541,,,,3ce9dde366bd431baaef6b7e0fb7b475,,,,,,,1,,2016/04/09 10:12:47,Lyamungo Dispensary,,strengthofastar,,,,,,
39.2614326397638,-6.89613870922915,5496661583,node,6,,pharmacy,,,,,57423557,,,,27dd9c789ac04ce68f7a09b3b03ee965,,,,,,,1,,2018/03/22 13:40:51,,,salehehamisi,,,,,,
39.2251179604455,-6.80156091803758,3762339478,node,6,,pharmacy,,,,,68662488,,,,fc51caf455ff4185a0b6aafdaefcf6bf,,,,,,,2,,2019/03/29 11:54:58,,,Mariamu Crispo,,,,,,
,,574866038,way,10,,clinic,,,,,57672528,,,,113120e1ce4941a49e1571bc651adcb9,,,,,,,1,,2018/03/30 20:26:07,Ndoleleji Dispensary,,Paulo Martim,,,,,,
,,236990299,way,6,,hospital,,,,,17717855,,,,92d98b3af833446c9e1fbb2fd6f365b3,,,,,,,1,,2013/09/07 13:07:44,,,Eldaverino,,,,,,
36.3840847879138,-6.59800095123174,6151941034,node,17,,clinic,,,,,65672436,,,,7d128f2ae7e24491a84ad043feb46efc,,,,OpenData-NBS 2014,,,1,,2018/12/21 15:43:50,Lukole Dispensary,,Cyrille37,,,,,,public
,,646565484,way,10,,clinic,,,,,71960983,,,,3433f1c0d4fe4b7db6dcd782474bf2d6,,,,,,,2,,2019/07/06 14:42:18,Elang'atadapash Dispensary,,Frans S,,,,,,
39.1353954704863,-6.89669275302893,6405837185,node,10,,hospital,,,,,69730613,,,,db799bd9cdcb47ec97444b5707cce6a9,,,,,,,3,,2019/04/30 12:53:19,St.Francis Hospital,,amour_nyl,,,,,,
39.252146748333,-6.81733155267759,5561324224,node,13,,clinic,,,Private,,58192696,,,,577102c1dc2a43ab8a2c31afc0977e8c,,,,,,,1,,2018/04/18 08:14:31,Mudzalifa Social Service (Dar -OP Eye Clinic),,Anitha Gosbert,,,,,,
39.2532270918331,-6.79275111870706,6400359363,node,10,,clinic,,,,,75376197,,,,cfb5fdd2f80347e9ba1ccf07e51b57a1,,,,,,,3,,2019/10/07 13:04:39,Mchangani Dispensary,,AronMartin,,,,,,
34.415925242237,-1.59536061330104,4980070122,node,10,,hospital,,,,,67953250,,,,3f51c852a43f4ed199c4dd4c8c7687d1,,,,,,,2,,2019/03/09 09:42:16,"Doctor's House, Busawe Dispensary",,SHABANI MAGAWILA,,,,,,
,,646566769,way,10,,clinic,,,,,64672298,,,,83450fc58c71472bb3380ffe863177d5,,,,,,,1,,2018/11/19 20:50:01,Naiyobi Dispensary,,Paulo Martim,,,,,,
,,562602748,way,13,,hospital,,,,,72448349,,,,926ef0b3271446fab3668b97dca1bb4e,,,,,,,3,yes,2019/07/19 23:17:38,Rusimbi Dispensary,,Harry Wood,,,,,,
,,409035934,way,10,,hospital,,,,,73585034,,,,c54f9b12e523465dab688149a936a5f3,,,,,,,3,,2019/08/21 14:50:22,Mrao Rc Dispensary,,Becky Candy,,,,,,
39.264235464366,-6.90125368182177,5505253648,node,27,,pharmacy,community,,,,58349885,,,,2b38f2e0bf6c4dc28b1786da81e35d7f,,Mo-Su 09:00-21:00,,,,,2,yes,2018/04/23 19:34:37,,,thetornado76,,,,yes,pharmacy,private
,,427008882,way,10,,clinic,,,,,40259550,,,,67a2180799f7484594fad28ce536c48b,,,,,,,1,,2016/06/24 12:53:46,Namayuni Dispensary,,lucy147,,,,,,
34.4646311404738,-1.97858910538309,4478977890,node,10,,hospital,,,,,67989060,,,,df8e05ccdb8948549982b74909a18daf,,,,,,,3,,2019/03/10 13:49:19,Natta Health Centre,,SHABANI MAGAWILA,,,,,,
39.2828774875762,-6.80438100936033,3889611133,node,10,,doctors,,,,,35916749,,,,38cf4ae1af954861a15dcbe6f622f2dc,,,,,,,1,,2015/12/12 21:29:02,Panchkrama Treatmet Centre,,amour_nyl,,,,,,
39.2640725201683,-6.8987779190814,5480411575,node,27,,pharmacy,community,,,,58349885,,,,0d5ec12b869c41b58387012c95d9f443,,24/7,,,,,3,yes,2018/04/23 19:34:33,,,thetornado76,,,,yes,pharmacy,private
,,581605550,way,10,,clinic,,,,,58354826,,,,3feca29503a84e5db63df5c19d9aaf26,,,,,,,2,,2018/04/23 21:46:28,Nyanzenda Dispensary,,Paulo Martim,,,,,,
,,418502417,way,10,,clinic,,,,,39346143,,,,8a238efb4cff4be78aba3cf264617589,,,,,,,1,,2016/05/16 08:20:38,Chitete Dispensary,,lucy147,,,,,,
,,409832857,way,10,,clinic,,,,,38503985,,,,e8bbd5579a6f4ad3ab5221d083edc387,,,,,,,1,,2016/04/12 16:06:48,Hale Tanesco,,firstyayyu,,,,,,
39.7156539238878,-9.99910585301907,5779035655,node,10,,hospital,,,,,60981982,,,,310276dc062348c6b6f2c127c68f5104,,,,,,,1,,2018/07/23 10:47:19,Pole healthy care,,LindiTZ4,,,,,,
35.8168136743844,-6.59891751234375,6152175138,node,17,,clinic,,,,,65674963,,,,4f009c6bb4d441b082baad0bd31c5b4a,,,,OpenData-NBS 2014,,,1,,2018/12/21 17:19:53,Mlowa Bwawani Dispensary,,Cyrille37,,,,,,public
34.7089095547063,-1.74619857678357,5057997933,node,10,,pharmacy,,,,,67911610,,,,9ae240e8ba0743ea9f555e61b4fe3e9b,,,,,,,2,,2019/03/08 06:49:11,Jeni Duka la Dawa,,SHABANI MAGAWILA,,,,,,
34.3448458651353,-1.79257304865263,6934341190,node,10,,pharmacy,,,,,76437751,,,,4e6bcef350d54ffb80501f767611524c,,,,,,,1,,2019/10/31 09:25:04,Mama Peter duka la dawa,,annahpaul,,,,,,
39.2788441995881,-6.82631628232735,5904039505,node,10,,hospital,,,,,62552755,,,,40b0f2190d894a25a0309c681d55544b,,,,,,,1,,2018/09/13 13:50:12,hospital ya reli,,lovenes,,,,,,
34.757599359689,-5.00147596534842,5511520727,node,10,,hospital,,,,,57601034,,,,3f913ced50b2445280c4daf44f63a705,,,,,,,1,,2018/03/28 13:30:23,Puma mission hospital,,Mapper ikondo,,,,,,
,,409820413,way,10,,clinic,,,,,63936955,,,,f8fde5ee5d5b49759a23cd8b96e7ebbe,,,,,,,2,,2018/10/27 20:26:00,Irole Dispensary,,Paulo Martim,,,,,,
29.6435481896995,-4.88886442565999,4554066391,node,10,,pharmacy,,,,,44401270,,,,4520fa0578a64157a99848d6ce2e00ee,,,,,,,2,,2016/12/14 16:15:24,Ndaboine Pharmacy,,DeoB,,,,,,
,,416679699,way,10,,clinic,,,,,41581776,,,,ed69acfb9a564fdd9e62d9c673ed6c4c,,,,,,,2,,2016/08/20 19:39:02,Kabanga Private,,michael63_import,,,,,,
29.6468620589382,-4.85893558309348,4577705205,node,10,,pharmacy,,,,,44735379,,,,1204b0ba04ac4c4d9b733061a45f2d8f,,,,,,,1,,2016/12/28 16:39:06,Yuaja Pharmacy,,DeoB,,,,,,
33.4673933722146,-8.91127337395636,5464764526,node,10,,hospital,,,,,57001552,,,,2aa2ae7c972e410092d433efc5354815,,,,,,,1,,2018/03/08 14:46:08,T.O.H.S dispensary,,Simiyu24,,,,,,
36.05821868839,-8.08358792821426,4117249759,node,10,,pharmacy,,,,,38508286,,,,15a0fa94230b453697d7cc1c9394a807,,,,,,,1,,2016/04/12 19:13:49,Itonya,,firstyayyu,,,,,,
,,406475692,way,10,,clinic,,,,,38149743,,,,44384b2224104420a77d38f51121ae5f,,,,,,,1,,2016/03/29 18:14:16,Kwangwa Dispensary,,Sguthmuller,,,,,,
39.2602204489269,-6.82690133916884,6398093643,node,10,,hospital,,,,,69514537,,,,e0d4fb9876fd461f90caa6b4c3404ac4,,,,,,,2,,2019/04/24 07:17:26,Amana Refferial Hospital,,Anitha Gosbert,,,,,,
39.2697715437741,-6.90465673451021,5409494697,node,24,,pharmacy,community,,,,57566802,,,,b3ac9ea630bf4cd6a4beaf87b1b67630,,Mo-Sa 08:00-18:00,,,,,4,no,2018/03/27 12:52:37,,,Ramadhanisalim,,,,yes,,private
39.0981402578129,-5.08169094635701,4117057097,node,10,,pharmacy,,,,,38504760,,,,1e1b0c5fd61046b8af900acc94883dba,,,,,,,1,,2016/04/12 16:39:11,Rasheed,,firstyayyu,,,,,,
39.1221522311102,-6.88567650150702,6209826452,node,10,,pharmacy,,,,,66325111,,,,53b1e64394204a049b72cced850155b8,,,,,,,1,,2019/01/15 08:35:42,Ccm Phamacy,,Smle,,,,,,
39.2747971652788,-6.82374094257727,3765907084,node,10,,pharmacy,,,,,34353244,,,,badbd80e80d84049910c0d9e3bb108cc,,,,,,,1,,2015/09/30 18:35:22,Amanda Pharmacy,,josephmuyenjwa,,,,,,
33.9892312177823,-2.80543711517916,5859370588,node,13,,pharmacy,,,,,62012321,,,,9f15c98965e64a08b1188daa8d33e78d,,24/7,,,,,1,,2018/08/26 17:51:36,EDEN DISPENSARY,,Ajasa1,,,,,,
34.8830813955194,-9.48319770103251,4117262702,node,10,,pharmacy,,,,,38508403,,,,e0b5cdff396b4215a46d780c0579c9d1,,,,,,,1,,2016/04/12 19:19:00,Idunda,,firstyayyu,,,,,,
,,625794481,way,10,,clinic,,,,,62617418,,,,a227a5b9ff9c477795147c3470eff7ee,,,,,,,1,,2018/09/15 17:29:36,Faith Dispensary,,Paulo Martim,,,,,,
39.2371557983263,-6.80848286131635,3662760899,node,10,,pharmacy,,,,,32820462,,,,d8e422106a504b859dfa33d0d68ca5e4,,,,,,,1,,2015/07/23 09:26:49,TM Dispensary,,Menrado mushi,,,,,,
,,409802019,way,10,,clinic,,,,,38500759,,,,0e09cfd877294310bd00bef605c181ff,,,,,,,1,,2016/04/12 13:53:18,Mengwe Juu Dispensary,,strengthofastar,,,,,,
33.8093699925521,-9.57939831249749,7121549007,node,10,,clinic,,,,,79404588,,,,9cf0670ae3be4a1c9f9e361b6b0638f5,,,,,,,1,,2020/01/10 06:33:11,Kilasilo Dispensary,,tonny john,,,,,,
,,524355661,way,10,,clinic,,,,,57404470,,,,40a439335a254950a9f7148f1600fdf9,,,,,,,2,,2018/03/22 00:06:08,Masakta Dispensary,,Paulo Martim,,,,,,
36.6812121913026,-3.37442677031618,3447320088,node,10,,hospital,,,,,62913374,,,,b95a71b99b254c1eba8a9f3d18b82d5d,,,,,,,2,,2018/09/25 13:13:07,Ithna-asheri Hospital,,StenSoft,,,,,,
39.1694493828806,-6.88801438194017,6243901242,node,6,,hospital,,,,,66731939,,,,209b8771b1dc470997fd423c26a6de49,,,,,,,1,,2019/01/29 09:22:06,,,lovenes,,,,,,
,,409825273,way,10,,clinic,,,,,38502982,,,,ccd8fbdcbb1a460fbed7c0b144323429,,,,,,,1,,2016/04/12 15:25:52,Ubwari,,firstyayyu,,,,,,
33.4546818807759,-8.90715777567914,4828002593,node,10,,pharmacy,,,,,48295972,,,,0bf6b4bac5d34eac8bf5f8a71e856879,,,,,,,1,,2017/05/01 02:16:29,Tishi Duka La Dawa Baridi,,dominicparker7,,,,,,
36.0469364790804,-6.33796380466177,6159484209,node,17,,clinic,,,,,65747177,,,,d5e235ab70e14be2b05d2a336d67f390,,,,OpenData-NBS 2014,,,1,,2018/12/24 17:48:20,Chanhumba Dispensary,,Cyrille37,,,,,,public
,,418998867,way,10,,clinic,,,,,39380930,,,,dd19a25ee7124e868cbdc0d2c72ea627,,,,,,,1,,2016/05/17 16:11:00,Buhigwe Dispensary,,christineany,,,,,,
39.2456646873328,-6.79204888285918,1408263519,node,10,,pharmacy,,,,,63679561,,,,38cd6be3448b4b128b238b3823517b96,,,,,,,2,,2018/10/19 13:53:34,,,charles Frank,,,,no,,
39.2746970853549,-6.76847947404946,3670738477,node,10,,doctors,,,,,68090965,,,,ec2b0e84cc904299b37a87fd7b8a069d,,,,,,,3,,2019/03/13 08:25:49,Pysiocare,,Smle,,,,,,
39.2603864944287,-6.76715337314837,6406234104,node,10,,hospital,,,,,69722602,,,,0a1d5215125c4d66981e95e3a516ad44,,,,,,,2,,2019/04/30 07:39:25,TMJ Hospital,,amour_nyl,,,,,,
,,411909607,way,10,,clinic,,,,,38718470,,,,c5e6fa5fffa247bdaf52a9f7a70e6f0e,,,,,,,1,,2016/04/20 05:54:46,Iguguno R.C Dispensary,,strengthofastar,,,,,,
37.6362911658939,-5.79618130431177,4117167598,node,10,,pharmacy,,,,,38506872,,,,dc2e5635fe0e43a9a3021ab23473187f,,,,,,,1,,2016/04/12 18:09:19,Kimbe,,firstyayyu,,,,,,
,,664493056,way,10,,clinic,,,,,66438771,,,,0151fa23ca0442ed8ae20d9af52cf3e4,,,,,,,1,,2019/01/18 20:17:31,Kisongo Charitable Health Centre,,Paulo Martim,,,,,,
,,651559891,way,10,,clinic,,,,,65078361,,,,a1d38ac86dbe4c0d85458455bd69ab4b,,,,,,,1,,2018/12/01 17:47:41,Kansay Health Centre,,Paulo Martim,,,,,,
,,556149807,way,10,,clinic,,,,,58568645,,,,694b976b41c547b49ad644efad2d9fef,,,,,,,2,,2018/04/30 21:20:26,Ukiriguru Dispensary,,Paulo Martim,,,,,,
39.2143068979133,-6.17341908255767,6772032772,node,10,,hospital,,,,,79811339,,,,6efd788009fa42ab8c53fc02ade70a80,,,,,,,3,,2020/01/20 17:58:48,abas hussen hospita,,Guylamar2006,,,,,,
,,719045392,way,13,,hospital,,,,,73815678,,,,e9af256ac77742a8a944ccffc57cf35e,,,,,,,1,,2019/08/27 22:07:50,Sengerema District Hospital,,cfay15,,,,,hospital,
31.3639687685995,-2.66053228185802,5204443824,node,10,,hospital,,,,,53428343,,,,72178310df0149eebc1d524875fff9be,,,,,,,1,,2017/11/01 16:19:45,st. otto hospital,,Dayanarose Chriss,,,,,,
37.6592854923269,-6.82446966523918,5681044522,node,13,,hospital,,,,,60548585,,,,a36e62c070eb4a359da1b3518efefe14,,,,,,,2,,2018/07/09 18:02:01,Sabasaba Health Centre,,LonnyChen,,,,,,government
,,405275985,way,10,,clinic,,,,,38016568,,,,b608501aa834427a813ef8e1c39cb907,,,,,,,1,,2016/03/23 09:58:35,BUMANGI GOVT Dispensary,,Sguthmuller,,,,,,
34.4585416878182,-9.94330115334657,6190482412,node,13,,hospital,,,,,66105357,,,,43a98dafc269428d96d0ade193fa6851,,,,,,,1,,2019/01/07 18:26:55,Makonde Health Center,,Jim Tobias,,,,,hospital,
,,359822460,way,10,,hospital,,,,,45745594,,,,21d7b93a657d4609ab4539423ef76f34,,,,,,,3,,2017/02/02 12:17:52,University Health Centre,,innocent maholi,,,,,,
39.1385285420735,-4.95492262366562,4116951204,node,10,,clinic,,,,,38503035,,,,3b54a31b0b1e4ef0be92acc96f30e19b,,,,,,,1,,2016/04/12 15:28:06,Vyeru,,firstyayyu,,,,,,
35.7713628882451,-7.59488131513959,4116877979,node,10,,clinic,,,,,38502191,,,,9230ff20bb63404a8a06b91776e27189,,,,,,,1,,2016/04/12 14:53:39,Kising'A,,firstyayyu,,,,,,
,,585254523,way,10,,clinic,,,,,58630666,,,,a02e73183ec145e88499ec7cb6b75c22,,,,,,,1,,2018/05/02 22:44:21,Lumeji Dispensary,,Paulo Martim,,,,,,
39.2465356508916,-6.81602833437216,3758587228,node,6,,pharmacy,,,,,62036928,,,,5cbdab9937cd495bb58649942307efb9,,,,,,,2,,2018/08/27 11:35:01,,,DorithEliabu,,,,,,
32.6077077479937,-3.83568508124949,4591471102,node,10,,clinic,,,,,44937121,,,,06fa9000455b41499497e64fdb1060fc,,,,,,,1,,2017/01/05 21:46:01,KILANGO ADP,,Ngailla Apha,,,,,,
35.8788263468233,-6.14804320597597,6173513974,node,17,,clinic,,,,,65896503,,,,e5d882d7d7504b00bd8c9dc53ac717ff,,,,OpenData-NBS 2014,,,1,,2018/12/30 20:07:46,Ihumwa JWTZ Dispensary,,Cyrille37,,,,,,public
39.2283627628021,-6.7678895557041,3927234578,node,6,,pharmacy,,,,,63454816,,,,afec8d691b1749928db80d82a9f7c550,,,,,,,2,,2018/10/12 12:36:17,,,ERASTO ELIUD,,,,,,
,,422642052,way,10,,clinic,,,,,39779091,,,,c831465e808a4f67bc52dca0f261dd20,,,,,,,1,,2016/06/03 13:19:06,Mwang'Anga Dispensary,,lucy147,,,,,,
39.212974845861,-6.7925385536426,4568201190,node,6,,pharmacy,,,,,44613634,,,,a1364b64c60f4ac892520b907eb28df9,,,,,,,1,,2016/12/23 07:19:42,,,DeoB,,,,,,
,,667744541,way,10,,clinic,,,,,66843199,,,,d27cbbc994c1464785c5a8304b49d360,,,,,,,1,,2019/02/01 20:16:16,Ithnaasheri charitable Dispensary,,Paulo Martim,,,,,,
,,434347089,way,10,,hospital,,,,,41083873,,,,91f14e0e4aa74a6caa2fd6b1f09c9e4e,,,,,,,1,,2016/07/28 11:34:19,Liuli Hospital,,lucy147,,,,,,
39.2502974490359,-6.78429226966242,6400359333,node,10,,hospital,,,,,69722602,,,,b1894e8c76af4281b3535131f77dcae0,,,,,,,2,,2019/04/30 07:39:13,Sisa Community Health Centre,,amour_nyl,,,,,,
39.2437127935408,-6.80166007595213,3431461183,node,10,,pharmacy,,,,,45684218,,,,258e4928bb3e4445af1f765bb6571558,,,,,,,3,,2017/01/31 12:45:06,Duka La Dawa,,elia dominic,,,,,,
31.8076315369339,-1.28681973999883,4544141390,node,10,,clinic,,,,,44249218,,,,cd83310c5bf44403b2ddbe37749b9880,,,,,,,1,,2016/12/08 04:05:32,Buhembe dispensary,,Mabeva,,,,,,
33.4234073236549,-3.67065303529489,7099642085,node,10,,pharmacy,,,,,79082766,,,,f3e2fd30e4fe4a168b15e9dddb563f36,,,,,,,1,,2020/01/01 14:26:13,TOWN PHARMACY,,chamboka,,,,,,
37.6611976558978,-6.82732806185942,5794360054,node,10,,,,,,,61202794,,,,5ad9d95c479440da849ad2e2b1513c83,,,,,,,2,,2018/07/30 17:32:07,Optometry Clinic,,LonnyChen,,,,,optometrist,
33.8663625755424,-9.59381015681404,7148258413,node,10,,pharmacy,,,,,79843314,,,,588767f48b55462abd0ccfe8168c178b,,,,,,,1,,2020/01/21 09:04:21,Dekepa Pharmacy,,tonny john,,,,,,
,,484269895,way,13,,hospital,,,Government,,65715756,,,,60a5d3216c7747969892f4d32b43ec3c,,,,,,,2,,2018/12/23 13:56:01,Shinyanga Government Hospital,,confusedbuffalo,,,,,,
,,665579849,way,10,,hospital,,,,,66569425,,,,534435c2f5e6457da282fdb53bb45e31,,,,,,,1,,2019/01/23 13:35:30,Kituo cha afya kimara,,Smle,,,,,,
39.2647288231868,-6.82979426923015,6398093623,node,10,,pharmacy,,,,,69724778,,,,54614c7bf9ea4e8bb98cebbb75e3a2c0,,,,,,,2,,2019/04/30 09:02:37,KBD Pharmacy Ilala,,amour_nyl,,,,,,
35.9829121498798,-6.43588580758151,6159367383,node,17,,clinic,,,,,65746051,,,,ac9aeaa0d1e7450e8e4969b91083af68,,,,OpenData-NBS 2014,,,1,,2018/12/24 16:59:28,Idifu Dispensary,,Cyrille37,,,,,,public
39.256256227821,-6.82389206829149,3846471152,node,10,,pharmacy,,,,,35458193,,,,5bce11b66b3c45ef88db0e2d3c3921b5,,,,,,,1,,2015/11/20 10:40:06,Msimbazi Center Dispensary,,iddi_chazua,,,,,,
,,416679768,way,10,,clinic,,,,,44337680,,,,84800db667794447a1da0d6a329fc3db,,,,,,,2,,2016/12/12 06:07:42,Mbuba,,Lexi Johnson,,,,,,
33.7474766784144,-9.51801176822565,7148258346,node,10,,pharmacy,,,,,79843314,,,,1e34cfb574414580a7af2c5f79778efc,,,,,,,1,,2020/01/21 09:04:21,Ugele Dlom Pharmacy,,tonny john,,,,,,
37.6661362732477,-6.82752076181339,5555188577,node,17,,pharmacy,,,,,58119543,,,,3705fddba11143ca890889b38bc727bd,,,,,,,1,,2018/04/15 20:26:08,Marhaba Pharmacy,,LonnyChen,,,,yes,pharmacy,
,,434347133,way,10,,clinic,,,,,41083897,,,,05ef9efdeba04f6796dc1a0d9253789e,,,,,,,1,,2016/07/28 11:36:03,Liwumbu Dispensary,,lucy147,,,,,,
34.3865992261468,-1.8729596072192,5066735127,node,10,,pharmacy,,,,,70431720,,,,2b3d2fd76bed42afad7d01bc59d7f010,,,,,,,2,,2019/05/20 08:45:09,Duka la Dawa,,SHABANI MAGAWILA,,,,,,
,,416555254,way,10,,clinic,,,,,39183982,,,,6fb39a47cc4e4f52adfb965513dfc017,,,,,,,1,,2016/05/08 16:06:10,Huduma,,Lidija22,,,,,,
33.0880122575082,-2.10513044613654,5728316621,node,6,,pharmacy,,,,,60277863,,,,f5de9de444124c4c99670ca6c8b75011,,,,,,,1,,2018/06/29 12:29:35,,,Merijnhe,,,,,,
,,672985820,way,10,,clinic,,,,,67563475,,,,1a97306f631440a9bd1eea7a72f77db2,,,,,,,1,,2019/02/25 21:46:46,Suji Gonjanza Dispensary,,Paulo Martim,,,,,,
,,554087349,way,10,,clinic,,,,,63326574,,,,5b4bbb766c5446828fb696d9d1d49d8c,,,,,,,2,,2018/10/08 22:09:54,Mwatasi Dispensary,,Paulo Martim,,,,,,
